259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	22.608717	1042.301856	673.945650	2.597168	996.200085	414.453165	904.173489	0.956178	280.055263	0.839704	-53.461522	-41.438279	0.102640	28.745000	471.814585	0.521819	-251.310263	-432.358904	0.027578	28.745000	241.586746	0.358466	-1013.556856	-432.358904	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.000000	43.000000	932.223899	932.223899	0.932224	0.675609	0.431707	0.619836	0.267588	0.818428	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	18.375050	847.122324	633.521901	2.441388	801.020554	374.029416	866.770548	0.916624	237.326705	0.711588	-96.190080	-78.841220	0.121120	28.745000	474.204614	0.547094	-208.581705	-392.565934	0.033933	28.745000	240.955968	0.380344	-818.377324	-392.565934	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.100000	43.000000	888.289101	888.289101	0.977118	0.694842	0.448273	0.613922	0.275205	0.795775	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	15.327820	706.639652	600.081066	2.312518	660.537882	340.588581	836.055773	0.884143	205.897864	0.617354	-127.618922	-109.555995	0.139608	28.745000	476.347573	0.569756	-177.152864	-359.708200	0.040678	28.745000	240.372866	0.400567	-677.894652	-359.708200	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.200000	43.000000	850.301995	850.301995	1.020362	0.712424	0.463657	0.608572	0.282169	0.776135	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	13.061866	602.175132	571.982697	2.204236	556.073361	312.490212	810.426426	0.857039	182.046928	0.545840	-151.469857	-135.185342	0.157899	28.745000	478.276464	0.590154	-153.301928	-332.149961	0.047735	28.745000	239.832736	0.419301	-573.430132	-332.149961	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.300000	43.000000	817.081038	817.081038	1.062205	0.728606	0.478003	0.603715	0.288578	0.758898	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	11.330302	522.346984	548.058988	2.112042	476.245214	288.566503	788.746888	0.834113	163.470247	0.490141	-170.046538	-156.864880	0.175842	28.745000	480.019285	0.608585	-134.725247	-308.727603	0.055030	28.745000	239.331385	0.436689	-493.601984	-308.727603	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.400000	43.000000	787.745189	787.745189	1.102843	0.743582	0.491430	0.599290	0.294510	0.743613	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	9.976178	459.919445	527.456677	2.032647	413.817675	267.964192	770.191393	0.814490	148.681043	0.445798	-184.835742	-175.420375	0.193333	28.745000	481.599795	0.625299	-119.936043	-288.591598	0.062500	28.745000	238.865080	0.452862	-431.174445	-288.591598	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.500000	43.000000	761.622683	761.622683	1.142434	0.757512	0.504038	0.595246	0.300027	0.729939	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	8.896051	410.123717	509.538305	1.963596	364.021946	250.045820	754.145998	0.797522	136.685095	0.409830	-196.831691	-191.465771	0.210301	28.745000	483.038197	0.640510	-107.940095	-271.107800	0.070089	28.745000	238.430504	0.467934	-381.378717	-271.107800	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.600000	43.000000	738.191492	738.191492	1.181106	0.770522	0.515909	0.591537	0.305180	0.717614	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	8.019604	369.717926	493.818371	1.903016	323.616155	234.325886	740.145369	0.782716	126.797001	0.380182	-206.719784	-205.466399	0.226701	28.745000	484.351708	0.654401	-98.052001	-255.793661	0.077748	28.745000	238.024710	0.482009	-340.972926	-255.793661	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.700000	43.000000	717.039231	717.039231	1.218967	0.782721	0.527117	0.588125	0.310012	0.706430	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	7.297725	336.438030	479.920837	1.849459	290.336260	220.428352	727.830808	0.769693	118.531611	0.355399	-214.985174	-217.780960	0.242509	28.745000	485.555044	0.667126	-89.786611	-242.275764	0.085439	28.745000	237.645073	0.495176	-307.693030	-242.275764	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.800000	43.000000	697.835428	697.835428	1.256104	0.794197	0.537723	0.584978	0.314557	0.696222	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
259.492485	46.101770	1.600000	73.762832	300.930764	1.159690	27.661062	41.438279	25.000000	1844.070812	805.318996	2.676094	1770.307979	504.388232	1450.000000	1844.070812	1.000000	1.800529	0.000000	644.681004	945.611768	0.652146	333.516785	0.180859	-1510.554027	-504.388232	6.695298	308.665085	467.550084	1.801787	262.563315	208.057599	716.921650	0.758156	111.537494	0.334428	-221.979291	-228.690118	0.257716	28.745000	486.660827	0.678820	-82.792494	-230.260823	0.093127	28.745000	237.289261	0.507516	-279.920085	-230.260823	226.730000	28.745000	31000.000000	0.850000	256.615000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	0.900000	1.000000	0.900000	43.000000	680.311880	680.311880	1.292593	0.805024	0.547780	0.582066	0.318845	0.686858	226.730000	28745.000000	0.441700	301.900000	287.000000	1.400000	1005.000000
